AGE,INCOME,INCPER,SPENDING
39.75,2916.666667,9500,151.7365128
39.75,2916.666667,35000,160.0924957
39.75,2750,33000,263.0083505
39.75,2500,14000,5.6785712
39.75,2291.666667,9500,89.6749281
39.75,2259.583333,11309.25,123.5995076
39.75,2166.666667,26000,29.4566645
39.75,2041.666667,6125,145.9691642
39.75,2000,19200,615.8124804
39.75,1668.333333,11010,93.6334994
39.75,1666.666667,10000,393.1666662
39.75,1641.666667,12100,27.9402159
39.75,1444,8664,372.5541751
39.75,1250,11000,52.3488643
39.6666679,7916.666667,55000,4021.946614
39.6666679,6666.666667,20000,1215.058267
39.6666679,5916.666667,33666.66797,1165.930686
39.6666679,5633.333333,22533.33398,1425.639233
39.6666679,4250,12750,244.4233252
39.6666679,4211.666667,10108,474.7133576
39.6666679,3633.333333,11725,80.6894374
39.6666679,3333.333333,20000,13.3616664
39.6666679,2500,16350,19.6238537
39.6666679,2500,30000,32.5833331
39.6666679,2500,30000,318.8433126
39.6666679,2250,11383.33301,13.6910687
39.6666679,2000,12875,41.9580564
39.6666679,1916.666667,11500,21.715
39.6666679,1916.666667,13125,173.1717369
39.6666679,1866.666667,7466.666504,152.6408295
39.6666679,1666.666667,15000,37.3405591
39.6666679,1516.666667,11066.66699,10.1424796
39.6666679,1500,9000,25.9999987
39.6666679,1500,4500,154.5458324
39.6666679,1416.666667,6281.25,0.6766169
39.5833321,7500,18000,186.8750062
39.5833321,6250,20250,614.6010943
39.5833321,6000,24000,39.6666666
39.5833321,4166.666667,24000,270.987271
39.5833321,3500,10500,43.9408324
39.5833321,3416.666667,8200,23.1408339
39.5833321,3370,8088,232.9433296
39.5833321,3333.333333,7666.666504,40.7594225
39.5833321,3333.333333,6666.666504,44.6150017
39.5833321,3333.333333,40000,159.8899936
39.5833321,3333.333333,10500,255.7930102
39.5833321,2966.666667,16866.66602,101.9014865
39.5833321,2916.666667,11666.66699,5.4999999
39.5833321,2916.666667,11666.66699,1897.100086
39.5833321,2555,7665,173.7174896
39.5833321,2500,7500,224.1791598
39.5833321,2383.333333,20300,73.8322624
39.5833321,2166.666667,6500,56.8333333
39.5833321,2083.333333,9285.713867,84.0467944
39.5833321,2083.333333,12500,363.5550228
39.5833321,2083.333333,25000,400.447504
39.5833321,1933.25,24050,21.3794934
39.5833321,1908.916667,11453.5,141.9758261
39.5833321,1833.333333,5500,26.4883315
39.5833321,1583.333333,19000,151.4975068
39.5833321,1516.666667,33200,126.0295173
39.5,6416.666667,21250,294.766563
39.5,6250,15000,56.0833316
39.5,4833.333333,10500,212.3797288
39.5,4583.333333,13750,74.1666625
39.5,4166.666667,25000,1819.885771
39.5,3333.333333,46000,11.0144929
39.5,3333.333333,40000,225.6141603
39.5,3300,39600,16.4500006
39.5,2916.666667,35000,140.7158375
39.5,2910,11640,145.2808379
39.5,2714,8261.333008,42.0613071
39.5,2525.25,30303,107.3708305
39.5,2500,7500,40.5775011
39.5,2500,10000,1063.169166
39.5,1595.833333,9575,110.5833367
39.5,1500,18000,23.6891666
39.5,1458.333333,8750,177.3208302
39.4166679,6300,37800,582.175009
39.4166679,4666.666667,14000,156.5424924
39.4166679,4000,14400,308.8322282
39.4166679,3541.666667,10625,1070.403302
39.4166679,3500,42000,223.9350006
39.4166679,3416.666667,42000,599.1255182
39.4166679,3391.666667,13566.66699,218.258329
39.4166679,3333.333333,40000,129.9733296
39.4166679,2916.666667,39800,154.0087893
39.4166679,2916.666667,9400,184.158956
39.4166679,2916.666667,39000,206.4281981
39.4166679,2666.666667,32000,661.5541776
39.4166679,2583.333333,10333.33301,438.3666751
39.4166679,2500,30000,260.2833323
39.4166679,2416.666667,14500,48.1666682
39.4166679,2416.666667,29000,405.1908242
39.4166679,2083.333333,18500,47.6278132
39.4166679,2000,13416.66699,181.3440919
39.4166679,2000,12000,384.5891654
39.4166679,1933.333333,23200,150.0733271
39.4166679,1916.666667,23000,17.4658332
39.4166679,1300,15600,60.6499977
39.4166679,625,12500,1.1
39.3333321,6833.333333,41000,822.0358118
39.3333321,5333.333333,12800,607.2942019
39.3333321,4333.333333,26000,287.4424979
39.3333321,4166.666667,13750,111.2492445
39.3333321,3833.333333,11500,65.0191692
39.3333321,3750,11250,200.0675071
39.3333321,3708.333333,44500,102.7608317
39.3333321,3416.666667,8200,135.2000075
39.3333321,3075,8380,815.7336429
39.3333321,2916.666667,16666.66602,98.5979211
39.3333321,2833.333333,21375,207.1581073
39.3333321,2500,13333.33301,6.9374999
39.3333321,2500,30000,9.1666664
39.3333321,2500,8750,80.7857141
39.3333321,2500,15000,87.795835
39.3333321,2383.333333,28600,197.4758271
39.3333321,2333.333333,13583.33301,99.0896535
39.3333321,2000,12390,164.8356169
39.3333321,1666.666667,6666.666504,81.7649998
39.3333321,1583.333333,9500,331.9349959
39.3333321,1400,8400,416.7566597
39.3333321,1150,18800,72.9705602
39.3333321,1080,13746,22.1044084
39.25,6200,26800,285.1467855
39.25,5833.333333,27333.33398,586.4932699
39.25,5000,60000,857.4058115
39.25,4333.333333,52000,378.6908314
39.25,3916.666667,15500,281.387236
39.25,3583.333333,14333.33301,612.2366662
39.25,3500,42000,306.6349961
39.25,3419.833333,41038,117.7258315
39.25,3333.333333,11250,74.5555572
39.25,3208.333333,38500,365.0924983
39.25,3141.666667,9425,604.3058101
39.25,3103.333333,6206.666504,191.7308297
39.25,3083.333333,9250,4.6666666
39.25,3000,36000,319.4149956
39.25,2916.666667,17500,102.2824971
39.25,2916.666667,10000,141.1207269
39.25,2900,17400,342.1916835
39.25,2833.333333,34000,724.040846
39.25,2766.666667,17032,176.0728473
39.25,2500,18000,239.3507026
39.25,2458.333333,7375,97.5641686
39.25,2435,18542,412.796961
39.25,2333.333333,28000,157.2283357
39.25,2166.666667,26000,159.8274969
39.25,2083.333333,12250,81.3469368
39.25,2083.333333,12500,132.6908357
39.25,1900,13800,34.957934
39.25,1750,10750,66.4918618
39.25,1750,21000,84.0241676
39.25,1666.666667,26000,162.1942346
39.25,1250,29400,56.812074
39.25,1083.333333,4600,3.8858696
39.1666679,5100,15300,631.3032925
39.1666679,4750,31000,204.1389169
39.1666679,4680,58560,120.9495465
39.1666679,4375,13125,109.270832
39.1666679,4166.666667,12000,68.7499996
39.1666679,4166.666667,26500,764.4811024
39.1666679,3791.666667,14375,83.2630209
39.1666679,3750,45000,38.9275001
39.1666679,3583.333333,10750,146.2816608
39.1666679,3333.333333,13333.33301,1451.495787
39.1666679,3058.333333,12233.33301,879.1966227
39.1666679,3000,18000,353.2958329
39.1666679,2833.333333,14083.33301,47.5463526
39.1666679,2686.666667,17620,338.2669076
39.1666679,2553.916667,11415.66699,79.9203543
39.1666679,2500,21000,58.1547618
39.1666679,2500,80000,59.1721898
39.1666679,2500,6000,86.7766701
39.1666679,2500,30000,96.9516579
39.1666679,2500,30000,282.4199945
39.1666679,2333.333333,28000,52.5050002
39.1666679,2250,17666.66602,140.9850027
39.1666679,2083.333333,25000,121.4391707
39.1666679,2000,19666.66602,192.054227
39.1666679,1916.666667,23000,1083.916624
39.1666679,1733.333333,21350,96.5227177
39.1666679,1516.666667,10400,40.5552791
39.0833321,6666.666667,16000,769.1458364
39.0833321,5341.666667,12820,425.9241379
39.0833321,4351.666667,26110,23.2875009
39.0833321,3583.333333,12750,177.4621277
39.0833321,3500,17333.33398,13.1680765
39.0833321,3500,42000,22.9408338
39.0833321,3500,14000,117.4041703
39.0833321,3500,42000,631.554164
39.0833321,3460,21340,20.429241
39.0833321,3333.333333,6666.666504,483.8066796
39.0833321,2916.666667,8524,125.758845
39.0833321,2916.666667,8750,143
39.0833321,2916.666667,17500,181.0150004
39.0833321,2916.666667,15750,512.0398228
39.0833321,2852,34224,82.9925012
39.0833321,2666.666667,32000,63.5274996
39.0833321,2666.666667,16000,415.1249727
39.0833321,2500,30000,121.4625034
39.0833321,2450,15800,59.0847982
39.0833321,2127.166667,25526,101.4983377
39.0833321,2083.333333,25000,417.8074809
39.0833321,2083.333333,100000,651.5968591
39.0833321,2075,24900,172.3199949
39.0833321,2000,24000,1182.739139
39.0833321,1916.666667,15950,80.0737112
39.0833321,1041.666667,6208.333496,2.4608501
39,7850,47100,193.2300091
39,4166.666667,12000,32.4645836
39,3333.333333,21500,257.0294589
39,2916.666667,8750,86.5524999
39,2916.666667,11666.66699,131.674159
39,2666.666667,32000,209.2241645
39,2166.666667,13000,122.6566695
39,1958.333333,23500,1
39,1916.666667,27800,133.7950515
39,1666.666667,20000,176.2491713
39,1516.666667,10200,146.0802759
39,1400,13550,40.3113887
39,1333.333333,8000,423.7149954
38.9166679,6250,25000,188.4575118
38.9166679,5250,15750,431.6241536
38.9166679,5000,12000,765.2258128
38.9166679,5000,30000,1137.184203
38.9166679,3816.666667,45800,711.8183352
38.9166679,3633.333333,43600,1339.660018
38.9166679,3333.333333,20000,36.2958324
38.9166679,3225,12900,150.5258309
38.9166679,3083.333333,37000,277.2250058
38.9166679,2716.666667,9200,53.0362749
38.9166679,2500,15000,124.4758256
38.9166679,2333.333333,7000,2228.582521
38.9166679,2241.666667,8966.666992,138.6233339
38.9166679,2166.666667,16125,151.7069762
38.9166679,2000,48000,10.7158339
38.9166679,2000,8000,240.610823
38.9166679,1925,16050,54.7869373
38.9166679,1875,4500,77.762499
38.9166679,1780,10680,106.2008388
38.9166679,1750,4200,14.7083327
38.9166679,1690,20280,10.3333336
38.9166679,1666.666667,8250,0.6060606
38.9166679,1500,26500,17.1916983
38.9166679,1275,15300,105.3033315
38.8333321,4500,54000,58.4708322
38.8333321,4333.333333,31333.33398,148.6264219
38.8333321,3750,13000,1086.699776
38.8333321,3666.666667,22000,1637.499094
38.8333321,3583.333333,12250,147.5243686
38.8333321,3333.333333,10000,49.2808316
38.8333321,3333.333333,40000,653.4866492
38.8333321,3126,21256,146.3136001
38.8333321,3041.666667,19500,274.536162
38.8333321,3000,18000,56.595834
38.8333321,2916.666667,9400,66.5496453
38.8333321,2916.666667,8750,77.0783339
38.8333321,2750,8250,66.3183345
38.8333321,2383.333333,28600,112.2599989
38.8333321,2191.666667,13766.66699,341.0503993
38.8333321,2100,25200,181.5808363
38.8333321,2083.333333,20500,403.4334173
38.8333321,2000,8000,107.1399972
38.8333321,1916.666667,33000,227.0901594
38.8333321,1750,21000,87.4883318
38.8333321,1722.916667,14558.33301,56.4138382
38.8333321,1666.666667,8833.333008,125.0761002
38.8333321,1563.333333,6253.333496,295.6408189
38.8333321,1303.75,15645,74.9508373
38.8333321,1250,7125,198.5999942
38.8333321,1000,6083.333496,444.3917871
38.8333321,833.3333333,40000,0.25
38.8333321,833.3333333,7500,18.6175558
38.75,4000,16000,83.8508382
38.75,3750,24000,70.240621
38.75,2916.666667,11666.66699,28.8383344
38.75,2833.333333,25000,43.5568358
38.75,2750,17333.33398,15.5047115
38.75,2500,15000,31.4166676
38.75,2500,30000,72.9466695
38.75,2500,10000,268.8714862
38.75,2500,28500,346.5986997
38.75,2333.333333,28000,97.8383298
38.75,2333.333333,28000,241.9141581
38.75,2166.666667,10666.66699,32.024009
38.75,2166.666667,5200,707.9674602
38.75,2139.916667,14231.5,15.0364803
38.75,2083.333333,12500,186.2291712
38.75,2000,12000,211.8366808
38.75,1906.666667,22880,309.5966822
38.75,1833.333333,22000,210.5558328
38.75,1733.333333,11400,60.4385997
38.75,1666.666667,11333.33301,93.9838216
38.75,1589.75,9538.5,459.9841705
38.75,1583.333333,19000,77.4299971
38.75,1583.333333,19000,110.5000048
38.75,1387.5,11806,47.5388579
38.75,1333.333333,28000,58.7195208
38.75,1291.666667,5166.666504,178.9566614
38.75,1083.333333,15000,40.8358887
38.6666679,5666.666667,23333.33398,328.3889977
38.6666679,5000,40000,816.9324696
38.6666679,4333.333333,38000,121.8938194
38.6666679,4250,11800,0.8644068
38.6666679,4166.666667,12500,7.9999998
38.6666679,4083.333333,24500,572.0491496
38.6666679,3750,11250,158.4725082
38.6666679,3333.333333,20000,13.3874997
38.6666679,3333.333333,13333.33301,935.2549911
38.6666679,3166.666667,38000,1010.546635
38.6666679,2916.666667,9166.666992,784.8612095
38.6666679,2400,5760,541.990006
38.6666679,2250,9000,142.7825019
38.6666679,2125,30000,126.447414
38.6666679,1583.333333,14050,260.5986409
38.6666679,1348.5,16182,197.6850069
38.6666679,1335,8010,65.3791659
38.5833321,5833.333333,70000,82.9908337
38.5833321,5500,16500,293.5016584
38.5833321,5140.416667,10280.83301,75.7466641
38.5833321,5000,30000,101.3533305
38.5833321,5000,20000,154.6666678
38.5833321,3333.333333,40000,379.8658401
38.5833321,3225,12900,33.3333342
38.5833321,3166.666667,7600,34.8983333
38.5833321,3125,15833.33301,195.9730173
38.5833321,2917.416667,11408.5,136.9448175
38.5833321,2916.666667,17500,141.5275068
38.5833321,2916.666667,12666.66699,244.4189787
38.5833321,2750,8250,222.6041593
38.5833321,2579.666667,15478,285.5841591
38.5833321,2500,30000,85.4908302
38.5833321,2412.5,7237.5,573.8958329
38.5833321,2296.666667,13780,1217.144972
38.5833321,2250,5400,119.8433368
38.5833321,2166.666667,26000,172.0275121
38.5833321,1733.333333,6700,93.7513391
38.5833321,1500,26000,39.0576934
38.5833321,1458.333333,17500,249.5600004
38.5833321,1333.333333,61000,8.2389067
38.5833321,1250,7500,40.7500006
38.5,5000,26000,153.1653851
38.5,4766.666667,16315,894.1954931
38.5,4166.666667,10000,875.8641779
38.5,3635.5,18897.66602,877.3775804
38.5,3416.666667,10500,233.3713459
38.5,3333.333333,11500,497.7825781
38.5,3166.666667,38000,47.4824985
38.5,3166.666667,19000,100.6774977
38.5,3100,12800,62.167716
38.5,3083.333333,9750,80.8623942
38.5,2916.666667,35000,21.5791664
38.5,2600,15600,232.6558203
38.5,2500,43000,107.0593018
38.5,2000,8000,57.3199987
38.5,2000,25500,68.9450949
38.5,1750,26000,693.2806894
38.5,1718.166667,6523.600098,5.0568398
38.5,1541.666667,16166.66699,34.9945621
38.5,1308.666667,13922.25,56.8169854
38.5,1275,3060,80.3958295
38.4166679,6250,18750,555.6858145
38.4166679,5666.666667,13600,230.833328
38.4166679,5416.666667,16250,158.2608341
38.4166679,5083.333333,9125,252.9640831
38.4166679,5083.333333,15250,391.9508364
38.4166679,4583.333333,27500,127.5358334
38.4166679,4500,11200,420.6784666
38.4166679,4000,26000,64.4615367
38.4166679,3750,11250,336.9491547
38.4166679,3416.666667,39500,155.895145
38.4166679,3166.666667,38000,189.5933381
38.4166679,3017.083333,36205,359.0441645
38.4166679,2916.666667,8750,170.5275026
38.4166679,2750,12000,53.0872238
38.4166679,2583.333333,8350,120.2131749
38.4166679,2500,30000,12.4999997
38.4166679,2500,30000,137.4549977
38.4166679,2183.333333,20066.66602,52.3655467
38.4166679,2083.333333,12500,62.8500013
38.4166679,2083.333333,10333.33301,185.2748605
38.4166679,1958.333333,11750,134.2191609
38.4166679,1500,6000,47.519166
38.4166679,1250,24600,160.1117849
38.3333321,4253.833333,17015.33398,50.4900009
38.3333321,4166.666667,12500,238.5316727
38.3333321,3583.333333,26500,62.5021256
38.3333321,3044.916667,36539,732.0183433
38.3333321,2916.666667,55000,112.2354483
38.3333321,2916.666667,35000,494.9708407
38.3333321,2666.666667,8000,352.2158066
38.3333321,2583.333333,7750,169.4658399
38.3333321,2500,15000,5.5
38.3333321,2166.666667,26000,10.4166671
38.3333321,2083.333333,16250,115.9467967
38.3333321,2083.333333,30000,473.6750076
38.3333321,2000,24000,49.416665
38.3333321,1666.666667,10000,108.2975045
38.3333321,1641.666667,9850,482.5675113
38.3333321,1560,47220,52.9342809
38.3333321,1500,9000,64.1274992
38.3333321,1500,18000,414.1091555
38.3333321,1416.666667,8500,23.2341673
38.3333321,1250,15000,139.7575065
38.25,5845,30046.66602,296.2365778
38.25,5416.666667,21666.66602,233.3458342
38.25,5000,15000,382.9616681
38.25,4750,14250,119.0233384
38.25,4583.333333,16750,161.8272392
38.25,4250,12750,344.5900194
38.25,3750,18333.33398,94.7324932
38.25,3450,8280,34.2683342
38.25,3333.333333,8000,450.3333569
38.25,3250,13000,65.666669
38.25,3166.666667,19000,237.65332
38.25,3083.333333,7400,113.0600078
38.25,2925,11700,288.3450044
38.25,2916.666667,10250,391.4166863
38.25,2833.333333,11333.33301,168.8633294
38.25,2775,33300,305.1791646
38.25,2666.666667,10666.66699,35.7658317
38.25,2600,12066.66699,48.8721006
38.25,2583.333333,37000,539.1451729
38.25,2500,10000,13.7499999
38.25,2500,15000,103.1616703
38.25,2500,33000,231.0666628
38.25,2500,35000,349.5506942
38.25,2500,15000,376.4633462
38.25,2141.666667,26320,21.3190214
38.25,2083.333333,16000,94.7037789
38.25,2000,8000,384.5274746
38.25,1916.666667,23000,129.5833401
38.25,1833.333333,11000,63.7224975
38.25,1583.333333,19000,206.3141614
38.25,1250,9000,18.5999996
38.25,960,18420,2.8664495
38.1666679,7015,28060,49.0199977
38.1666679,5833.333333,23333.33398,376.6633446
38.1666679,4596,18384,61.1024993
38.1666679,4250,51000,90.563335
38.1666679,4166.666667,31000,1151.284948
38.1666679,4000,9600,226.89417
38.1666679,3750,45000,355.2658204
38.1666679,3750,11250,435.2258239
38.1666679,3666.666667,44000,272.8166655
38.1666679,3333.333333,11000,149.7672747
38.1666679,3141.666667,39050,34.6436116
38.1666679,2860.416667,11441.66699,110.2316622
38.1666679,2833.333333,11333.33301,68.1558345
38.1666679,2833.333333,18500,180.9535101
38.1666679,2666.666667,10666.66699,36.0833332
38.1666679,2614,15684,272.5850049
38.1666679,2466.666667,11366.66699,81.9837523
38.1666679,2333.333333,28000,206.4174935
38.1666679,2083.333333,14000,22.0602669
38.1666679,1936.666667,7746.666504,48.8500006
38.1666679,1916.666667,7666.666504,93.4000037
38.1666679,1916.666667,9791.666992,94.4461556
38.1666679,1822.5,7290,203.4075056
38.1666679,1666.666667,7295,20.6734069
38.1666679,1666.666667,5000,525.6400009
38.1666679,1333.333333,3200,40.9833292
38.1666679,1333.333333,33000,87.4008139
38.1666679,1275,10047,210.2823693
38.1666679,1250,5400,99.1064776
38.0833321,7916.666667,19000,33.7966677
38.0833321,4583.333333,61000,0.9016394
38.0833321,4166.666667,10000,379.2975098
38.0833321,3333.333333,40000,30.7249992
38.0833321,3333.333333,40000,337.8833334
38.0833321,3333.333333,20000,394.0908362
38.0833321,3083.333333,9250,352.3333321
38.0833321,3000,18000,263.1516606
38.0833321,2916.666667,11666.66699,333.0691531
38.0833321,2583.333333,14566.66699,292.7182745
38.0833321,2166.666667,8666.666992,318.7116658
38.0833321,1916.666667,9833.333008,64.0627975
38.0833321,1666.666667,10000,5.5
38.0833321,1500,18000,11.5316666
38.0833321,841.6666667,7033.333496,3.7894944
38,5791.666667,13900,806.2141649
38,4791.666667,28750,437.389145
38,4014,24084,58.7899982
38,3000,36000,205.7291642
38,2916.666667,35000,29.7991671
38,2916.666667,17500,441.3999679
38,2725,10900,650.4375286
38,2416.666667,29000,94.819167
38,2333.333333,9333.333008,153.3416758
38,2250,27000,588.5916576
38,2166.666667,26000,93.0191639
38,2108.333333,25300,609.7708583
38,1814.583333,10887.5,118.2266615
38,1700,20400,22.9725017
38,1625,9750,254.7974847
38,1583.333333,4750,41.6650007
38,1500,29000,81.3437104
38,1373.333333,12927.5,238.9684858
37.9166679,7916.666667,47500,545.7982887
37.9166679,5000,15000,211.6866596
37.9166679,3916.666667,17200,249.1095861
37.9166679,3666.666667,44000,5.3333332
37.9166679,3333.333333,13333.33301,40.4125017
37.9166679,3333.333333,6666.666504,223.2266714
37.9166679,3225,9675,58.9533348
37.9166679,3208.333333,16166.66699,14.4871135
37.9166679,3083.333333,9250,528.9083136
37.9166679,3063.5,36762,114.329167
37.9166679,2833.333333,17000,106.3858364
37.9166679,2666.666667,32000,29.3333332
37.9166679,2666.666667,32000,203.1366626
37.9166679,2625,27250,33.8697253
37.9166679,2166.666667,5200,278.2874902
37.9166679,2000,24000,74.4558349
37.9166679,1916.666667,4600,1
37.9166679,1875,11250,277.9241558
37.9166679,1833.333333,22000,181.8524934
37.9166679,1666.666667,10000,1359.946628
37.9166679,1250,13750,3
37.8333321,6250,18750,812.1374995
37.8333321,5833.333333,24166.66602,64.192412
37.8333321,5833.333333,35000,1465.339884
37.8333321,5416.666667,26866.66602,258.6068679
37.8333321,5000,15000,101.7041691
37.8333321,4916.666667,11800,806.5742478
37.8333321,3750,11250,39.7499988
37.8333321,3500,42000,447.1491799
37.8333321,2916.666667,12333.33301,855.7570974
37.8333321,2850,11400,5.5000001
37.8333321,2666.666667,10666.66699,32.5066671
37.8333321,2500,33000,111.3469712
37.8333321,2500,35000,266.0321444
37.8333321,2458.333333,7375,14.4325001
37.8333321,2416.666667,29000,44.8083323
37.8333321,2400,11520,214.717716
37.8333321,2333.333333,30000,38.3459975
37.8333321,2333.333333,16050,48.2156804
37.8333321,2199.833333,26398,181.8883376
37.8333321,2180,13080,175.8725037
37.8333321,2000,9000,410.3281498
37.8333321,1950,7500,40.0575492
37.8333321,1416.666667,8051.666504,59.0360863
37.8333321,1384,5014.285645,81.7198757
37.75,4380,13140,158.6300046
37.75,4083.333333,14750,269.6675087
37.75,3833.333333,46000,133.7741595
37.75,3666.666667,8800,130.2616584
37.75,3350,10050,61.3100001
37.75,3083.333333,12333.33301,25.4025011
37.75,3000,7200,1146.959156
37.75,2916.666667,31875,336.8811806
37.75,2833.333333,6166.666504,118.1836861
37.75,2500,10000,113.2365037
37.75,2500,55000,205.5540867
37.75,2500,30000,221.9700068
37.75,2333.333333,9333.333008,6.6666666
37.75,2186.666667,10486.66699,74.4828957
37.75,2166.666667,26000,37.4991664
37.75,2166.666667,43000,37.6818599
37.75,2166.666667,12133.33301,479.0696353
37.75,2000,38250,39.9837904
37.75,2000,24000,153.8333297
37.75,1666.666667,20000,1
37.75,1575,9450,112.7616646
37.75,1400,16800,12.6200005
37.75,1375,8250,89.0733255
37.6666679,6250,12500,429.0049896
37.6666679,5833.333333,17500,65.1433327
37.6666679,5416.666667,80000,712.2903255
37.6666679,3666.666667,11300,121.9896773
37.6666679,3550,14200,326.7300002
37.6666679,3416.666667,13666.66699,222.4933474
37.6666679,3333.333333,13333.33301,8.1250002
37.6666679,3333.333333,15833.33301,43.1796505
37.6666679,2700,10800,388.5599926
37.6666679,2666.666667,8000,106.6391667
37.6666679,2666.666667,10500,123.1720646
37.6666679,2600,31200,37.1666674
37.6666679,2500,5000,345.6449881
37.6666679,2166.666667,26000,53.4433353
37.6666679,2083.333333,27500,67.3863649
37.6666679,2083.333333,25000,193.7925039
37.6666679,2000,30000,225.0986695
37.6666679,1987.5,23850,333.2041662
37.6666679,1950,13800,3.1086957
37.6666679,1734,10404,9.9999996
37.6666679,1666.666667,5000,101.3458272
37.6666679,1633.333333,6533.333496,109.1191617
37.6666679,1603.333333,19240,231.7666525
37.6666679,1500,23000,25.0213053
37.6666679,1500,18000,373.360835
37.6666679,1200,16800,117.1382099
37.5833321,6250,30000,531.8429321
37.5833321,5416.666667,21666.66602,125.8783291
37.5833321,4498.166667,13494.5,738.1133181
37.5833321,4277.5,10466,286.0088744
37.5833321,3550,13150,203.5655029
37.5833321,3333.333333,8000,133.7391635
37.5833321,3083.333333,37000,756.1050331
37.5833321,2916.666667,11666.66699,23.4999993
37.5833321,2916.666667,8750,23.5483341
37.5833321,2916.666667,39000,340.3002272
37.5833321,2916.666667,35000,346.6349902
37.5833321,2916.666667,13466.66699,2453.634193
37.5833321,2666.666667,16000,344.4291751
37.5833321,2500,20000,90.7368679
37.5833321,2500,7500,108.7774988
37.5833321,2468.583333,14811.5,5.5000001
37.5833321,2383.333333,31600,304.2106412
37.5833321,2250,80000,70.2095618
37.5833321,2166.666667,26000,46.4874984
37.5833321,2083.333333,12500,171.4858226
37.5833321,2000,24000,131.9108307
37.5833321,1464.5,32474,64.2577874
37.5,6250,25000,231.5041609
37.5,4416.666667,53000,451.7908239
37.5,4166.666667,10000,210.7499943
37.5,3200,9600,178.4208417
37.5,2916.666667,11666.66699,63.1049997
37.5,2666.666667,8000,206.627508
37.5,2600,7800,216.2300006
37.5,2583.333333,16437.5,93.8683202
37.5,2500,10000,108.1858296
37.5,2500,32950,113.5724597
37.5,2500,8400,116.7142857
37.5,2339,28976,205.4850466
37.5,2291.666667,13945.66699,115.1738223
37.5,2166.666667,13000,748.0092098
37.5,2110.833333,10176.25,154.0309429
37.5,1833.333333,22000,62.6625009
37.5,1639.5,19674,94.4099984
37.5,1375,7540,16.7455786
37.5,1250,8000,201.2418024
37.5,166.6666667,9400,2.3647162
37.4166679,6666.666667,20000,300.8174896
37.4166679,6283.333333,18850,410.6100038
37.4166679,5000,15000,738.7658209
37.4166679,4166.666667,16666.66602,388.4366713
37.4166679,3750,22500,173.8849981
37.4166679,3500,10500,113.3800019
37.4166679,3500,12375,1126.085103
37.4166679,3333.333333,26250,36.9838097
37.4166679,3333.333333,20000,115.3888926
37.4166679,2792,33504,91.0983323
37.4166679,2736.916667,32843,189.5158456
37.4166679,2666.666667,11666.66699,381.6312154
37.4166679,2633.333333,15533.33301,121.8628687
37.4166679,2500,30000,76.460829
37.4166679,2166.666667,26000,130.9733347
37.4166679,2083.333333,8333.333008,62.1525027
37.4166679,1833.333333,22000,9.1666665
37.4166679,1666.666667,10000,82.579162
37.4166679,1666.666667,5000,93.5358306
37.4166679,1666.666667,25000,121.069327
37.3333321,7500,22500,149.1525024
37.3333321,6333.333333,86000,60.5584526
37.3333321,4750,14250,964.8874924
37.3333321,4583.333333,19733.33398,138.7844242
37.3333321,3750,45000,126.0925038
37.3333321,3583.333333,43000,123.1699977
37.3333321,3333.333333,23333.33398,100.7742869
37.3333321,3333.333333,12500,129.580001
37.3333321,3083.333333,37000,343.2225045
37.3333321,3000,27496,10.528804
37.3333321,3000,6000,136.7983371
37.3333321,2925,8775,598.3274862
37.3333321,2916.666667,40000,325.9097909
37.3333321,2619.5,31434,204.9433363
37.3333321,2590.416667,35408,110.3268198
37.3333321,2250,27000,319.5875175
37.3333321,2250,13500,721.2333307
37.3333321,2083.333333,25000,38.0591683
37.3333321,2083.333333,25000,63.9750001
37.3333321,2083.333333,30000,1043.594504
37.3333321,2000,14700,24.8387754
37.3333321,1933.333333,23200,31.2658329
37.3333321,1750,9083.333008,100.0858722
37.3333321,1750,39000,160.4462937
37.3333321,1500,4500,230.2125022
37.3333321,1498.333333,6660,125.076335
37.3333321,1358.333333,7100,62.9354763
37.3333321,666.6666667,43000,26.8248046
37.25,6583.333333,15800,94.3333338
37.25,5000,7500,127.7116686
37.25,5000,10000,265.6358294
37.25,3750,45000,18.3541659
37.25,3750,11700,112.5977514
37.25,3500,20000,5.0749999
37.25,3041.666667,7300,539.7658267
37.25,2916.666667,17500,5.4999999
37.25,2916.666667,35000,72.6449994
37.25,2916.666667,17500,551.6583535
37.25,2583.333333,7750,146.0375047
37.25,2500,7500,60.174996
37.25,2333.333333,7000,165.6674892
37.25,2291.666667,11333.33301,59.8131753
37.25,2208.333333,31000,64.183427
37.25,2083.333333,6250,221.2358328
37.25,2000,15750,35.4850776
37.25,1941.666667,23300,221.290832
37.25,1833.333333,11000,147.4708331
37.25,1825.833333,21910,356.8650162
37.25,1750,21000,1
37.25,1666.666667,8333.333008,0.8
37.25,1666.666667,13333.33301,19.516667
37.25,1666.666667,20000,309.6725047
37.25,1595.833333,6383.333496,197.6583259
37.25,1583.333333,11312.5,264.9583196
37.25,1369.333333,6016.399902,30.9171996
37.25,1300,3900,273.8366663
37.25,1300,3900,337.6833409
37.25,1250,15000,77.6149984
37.1666679,6500,39000,1421.119124
37.1666679,5833.333333,17500,253.0024946
37.1666679,4791.666667,57500,685.4483454
37.1666679,4166.666667,12500,7.9999998
37.1666679,4166.666667,10000,2204.679201
37.1666679,3033.333333,9600,35.9070838
