fiscal_year,fund,category,code,tax,July,August,September,October,November,December,January,February,March,April,May,June,
2000,General Fund,Income & Sales Tax Transfers to Municipal Revenue Sharing,2703,Corp Inc Trans,-169396.43,469470.84,-2026672.11,-396209.04,-85748.30,-1787044.49,-63174.47,-48361.99,-1288458.41,-534320.00,-507319.07,-1215094.40,
2000,General Fund,Income & Sales Tax Transfers to Municipal Revenue Sharing,2704,Sales Tx Trans,-3941967.97,-1977127.65,-2948149.64,-3867972.35,-3531953.58,-3291793.68,-4101180.66,-2726608.66,-2958874.39,-3241396.00,-3320745.66,-7307341.47,
2000,General Fund,Income & Sales Tax Transfers to Municipal Revenue Sharing,2710,Clean Rlect,0.00,0.00,0.00,-266907.00,0.00,0.00,-2000000.00,0.00,0.00,0.00,0.00,-255888.00,
2000,Highway Fund,Special Fuel Tax,0311,Spec Fu ,1026909.17,-790040.92,3096487.55,3076631.74,3255165.59,3931380.17,3232117.04,3511405.73,3627595.98,3513308.49,2878643.68,7983148.68,
2000,Highway Fund,Special Fuel Tax,0312,Use Fuel,-162175.47,-394025.19,-373763.18,-609272.18,-344483.79,-36413.65,-481554.10,-344486.83,-415920.20,-193749.59,-340335.61,-497842.45,
2000,Highway Fund,Special Fuel Tax,0324,Carrier,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-14227.65,0.00,-63.34,0.00,0.00,
2000,Highway Fund,Special Fuel Tax,0325,Off-H Ref,-67324.19,-227163.67,-85193.91,-49190.23,-276277.12,-155350.18,-153863.48,-296050.43,-443752.89,-333369.51,-348832.79,-141237.12,
2000,Highway Fund,Special Fuel Tax,0326,Spec Int,320.00,0.00,170.00,150.00,50.28,2018.85,1030.16,212.32,696.55,0.36,396.12,949.84,
2000,Highway Fund,Gasoline Tax,0321,Gas Tax,10772329.62,1918280.90,14142805.25,12477521.72,12290199.83,11030948.50,12151840.19,10502355.12,11679702.11,11194668.96,10606554.34,25695165.81,
2000,Highway Fund,Gasoline Tax,0322,Gas Tx Ref,-80719.17,-38624.87,-49951.35,-15613.04,-47053.94,-121662.30,-53594.17,-41137.58,-128407.19,-67034.74,-54837.11,-32424.97,
2000,Highway Fund,Gasoline Tax,0333,Shrinkage,-477.44,-96731.08,-80483.41,-80038.77,-5322.77,-340.89,0.00,-108555.52,-124816.80,-95638.93,-10014.38,-714.01,
2000,Highway Fund,Other Tax,0332,Refunds,-44.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.26,
2000,Highway Fund,Other Tax,0511,Cig Tax,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-389.61,0.00,389.61,
2000,Highway Fund,Other Tax,0621,Sales Tx,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8973.79,0.00,8973.79,
2000,Highway Fund,Other Tax,0623,Use Tax,0.00,0.00,0.00,0.00,6201.12,2905.31,0.00,-1769.50,0.00,0.00,0.00,-7336.93,
2000,Other Special Revenue,Property Tax,0106,Re Est Tx ,17060.07,15139784.31,2482394.60,-3698601.71,-145655.27,-19969.68,-2188.04,15108.67,-22852.75,28537.48,128564.80,7141.02,
2000,Other Special Revenue,Property Tax,0110,Spru Bud,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2000,Other Special Revenue,Property Tax,0161,Prop Int,210.74,234.34,181.43,569.67,14721.96,4221.55,1395.10,4002.73,9821.88,2686.72,1412.13,3710.50,
2000,Other Special Revenue,Property Tax,0170,Re Est Tr,492523.57,1458153.64,648449.69,968860.53,730503.65,691840.71,646869.94,475914.27,431550.90,609704.90,566724.02,1595157.64,
2000,Other Special Revenue,Property Tax,0181,Per Prop,1210.79,144921.71,13369.16,-26181.99,-1806.94,783.40,-3211.49,26864.29,17841.42,2648.03,6432.36,-57749.71,
2000,Other Special Revenue,Property Tax,0182,Auto Ex,87455.34,61915.62,36869.43,102070.31,60161.64,60319.98,40145.20,33122.31,74219.84,42585.48,98593.71,89777.77,
2000,Other Special Revenue,Property Tax,0183,Boat Ex,3827.63,2132.60,479.00,767.80,64.10,297.00,207.65,138.80,1025.70,442.00,4984.94,4923.00,
2000,Other Special Revenue,Other Tax,0311,Use Fuel Tax,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,145.88,-145.88,
2000,Other Special Revenue,Other Tax,0312,Use Fuel,0.00,1030.28,667.70,624.06,0.00,0.00,0.00,783.92,0.00,247.15,191.40,215.05,
2000,Other Special Revenue,Other Tax,0321,Gas Tax,475891.17,302099.69,380148.55,305403.88,338980.46,311790.60,248938.70,186564.92,164378.96,8346.25,115735.60,76006.78,
2000,Other Special Revenue,Other Tax,0401,1040 Payments,0.00,0.00,0.00,0.00,858998.80,0.00,0.00,0.00,552637.76,565624.73,215025.78,104000.00,
2000,Other Special Revenue,Other Tax,0402,1040 Withhold,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,493.41,30.00,1871.01,0.00,
2000,Other Special Revenue,Other Tax,0621,Sale Tx,-28.94,6.31,8.64,-17.62,821.34,15.77,-25.94,198.12,23.62,-70.28,1571.76,-19.43,
2000,Other Special Revenue,Other Tax,0801,Rail Fr GF,150000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2000,Other Special Revenue,Other Tax,0906,Fir Inv Tx,82633.97,217719.31,136461.09,155949.15,162129.26,168364.25,149155.12,154865.11,344611.31,123910.94,255368.83,160927.05,
2000,Other Special Revenue,Other Tax,1419,Blueberry,0.00,0.00,519.40,314399.57,428675.64,0.00,1160.02,0.00,0.00,0.00,0.00,0.00,
2000,Other Special Revenue,Other Tax,1901,Potato Tx,33244.60,22785.94,10926.70,14784.77,80134.24,60062.71,67640.49,40071.61,90893.98,56381.04,102637.72,85192.46,
2000,Other Special Revenue,Other Tax,1902,Sardine Tx,4902.26,9675.94,11843.29,12229.19,10580.41,16612.60,2495.64,5076.82,15867.38,0.00,0.00,0.00,
2000,Other Special Revenue,Other Tax,1903,Mahog Quah ,6741.00,9231.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2332.80,-2332.80,
2000,Other Special Revenue,Other Tax,1913,Hospital,0.00,0.00,146709.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,228846.21,
2000,Other Special Revenue,Other Tax,2654,Recycle ,42441.86,145412.59,225.00,162233.21,215605.01,41409.15,135052.28,115721.45,66887.36,36342.48,144936.36,93571.06,
2000,Other Special Revenue,Other Tax,2702,Ind Inc Trans,2770124.64,2369972.04,5130482.07,3702038.21,3942518.83,4397466.16,7441450.78,2924536.04,1048856.42,9197595.92,4951665.19,6953508.54,
2000,Other Special Revenue,Other Tax,2703,Corp Inc Trans,169396.43,-469470.84,2026672.11,396209.04,85748.30,1787044.49,63174.47,48361.99,1288458.41,534320.00,507319.07,1215094.40,
2000,Other Special Revenue,Other Tax,2704,Sales Tx Trnas,3941967.97,1977127.65,2948149.64,3867972.35,3531953.58,3291793.68,4101180.66,2726608.66,2958874.39,3241396.00,3320745.66,7307341.47,
2000,Other Special Revenue,Other Tax,2710,Clean Elect,0.00,0.00,0.00,266907.00,0.00,0.00,2000000.00,0.00,0.00,0.00,0.00,255888.00,
2001,General Fund,Property Tax,0161,Prop Int,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2001,General Fund,Property Tax,0170,Rel Est Tra,999582.15,-125775.10,874731.55,832204.18,1242465.63,725203.23,600314.65,646496.99,423605.68,571648.58,559676.89,1698607.25,
2001,General Fund,Property Tax,0175,Comm For ex ,8275.74,1750.28,6039.25,595.02,-3655.60,1521.75,1788.31,1635.98,3233031.74,1785.34,-284931.10,-24456.86,
2001,General Fund,Estate Tax,0211,Estate Tax,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2001,General Fund,Estate Tax,0212,Estate TX,1702654.09,2741139.40,897449.23,1262291.91,1893068.61,1887558.07,1069840.85,4434735.16,1618829.26,4227638.41,1684275.68,7195267.46,
2001,General Fund,Estate Tax,0221,Inherit Tx,0.00,0.00,0.00,0.00,-16460.80,17838.20,0.00,-2676.34,169.41,351.61,342.49,0.00,
2001,General Fund,Estate Tax,0241,Int-Pen,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2001,General Fund,Estate Tax,0242,Int-Pen,1226.00,1220.32,0.00,0.00,0.00,-509.77,509.77,0.00,0.00,0.00,0.00,0.00,
2001,General Fund,Motor Fuel Tax,0311,Spec Fuel,0.00,0.00,0.00,0.00,699.14,-699.14,0.00,0.00,0.00,-109212.08,109212.08,0.00,
2001,General Fund,Motor Fuel Tax,0321,Gas Tax,1772628.29,-1273001.88,-478700.89,2283.75,10510.01,6235.16,6742.78,6742.78,8618.33,3709.18,2968.61,2742.81,
2001,General Fund,Motor Fuel Tax,0331,Aero. Gas,98245.06,135847.61,63766.46,28598.02,195668.85,54704.79,74768.58,6653.94,112918.61,8370.44,116480.34,83165.65,
2001,General Fund,Motor Fuel Tax,0332,Refunds,-26.39,-11245.85,571.72,-4138.69,0.00,0.00,-7870.28,-14854.47,-11293.29,-18753.31,-1036.66,-1948.30,
2001,General Fund,Motor Fuel Tax,0333,Shrinkage,0.00,0.00,0.00,-307.21,0.00,307.21,0.00,-219.58,219.58,0.00,0.00,0.00,
2001,General Fund,Individual Income Tax,0401,Payments,2580412.55,2060620.84,2101691.08,4774236.45,2602510.47,1317197.28,2592389.46,3201046.97,10089693.99,154202506.57,20876004.54,8524209.21,
2001,General Fund,Individual Income Tax,0402,Withhold,56740988.45,46002306.00,56576627.03,69333701.67,82779107.47,75056489.53,96983013.57,81447422.13,61768464.43,62410115.17,86415832.40,105087288.61,
2001,General Fund,Individual Income Tax,0403,Estimate,2678502.18,2952484.37,49221874.48,4552294.31,2193498.94,19724805.57,84197510.01,1842973.78,2017158.76,32589974.16,2201215.18,43449447.91,
2001,General Fund,Individual Income Tax,0404,Fiduciary,36951.88,139939.10,2222232.45,123560.27,135716.90,-113236.14,3326095.18,225615.80,599371.20,6534418.36,2053148.76,2348345.86,
2001,General Fund,Individual Income Tax,0406,Int & Pen,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.32,-67.32,0.00,0.00,
2001,General Fund,Individual Income Tax,0408,Refunds,-4941537.92,-3955967.32,-2686055.30,-1512036.11,-2573631.90,-3981666.38,-3756077.00,-51506596.60,-50181732.25,-29133087.39,-20586483.04,-18214005.59,
2001,General Fund,Corporate Income Tax,0415,Payments,4148415.58,2058424.29,20198622.19,5810490.02,3887707.94,27836043.40,3872872.55,2881419.19,17205609.61,14887289.01,4632134.02,19906687.89,
2001,General Fund,Corporate Income Tax,0418,Refunds,-214148.21,-1384983.92,-4225051.90,-6321950.50,-3101221.46,-4271524.78,-3409546.11,-2130720.66,-1686181.68,-1679159.19,-146905.42,-2651526.25,
2001,General Fund,Cigarette & Tobacco Tax,0511,Cig Tx,5437357.69,8529808.14,5467855.81,6265787.30,6541878.99,6290891.54,4495403.03,6223189.56,6339094.75,4240817.19,8162755.67,6362782.22,
2001,General Fund,Cigarette & Tobacco Tax,0512,Tob Tx,211259.94,118945.50,265152.93,332837.43,201524.65,368925.36,168960.10,227576.70,229397.55,231117.59,263724.10,524787.04,
2001,General Fund,Sales & Use Tax,0621,Sales Tx,69682805.67,5149973.36,76088435.59,68256502.45,59886517.84,57734627.85,66825015.71,48334336.96,46236636.24,50600128.39,53638072.62,142690830.63,
2001,General Fund,Sales & Use Tax,0623,Use Tax,7763070.69,7078417.14,7031456.06,5869689.75,6327126.08,5577271.57,5824075.63,5149320.25,4965299.94,4278610.93,7623832.09,8070557.08,
2001,General Fund,Sales & Use Tax,0625,Spec Tx Ref,6041.68,68677.86,20186.79,6039.91,86509.54,23255.88,45928.21,63559.28,65498.76,61817.14,57987.48,21408.65,
2001,General Fund,Sales & Use Tax,0631,Sale Abat,-108062.81,-457817.26,-163050.74,-445930.82,-212647.14,-301715.98,-571239.08,-36230.66,216413.17,-514968.78,-109914.42,-249288.29,
2001,General Fund,Sales & Use Tax,0633,Use Abat,-13124.56,-42309.33,-11602.30,-22756.39,-160563.02,-15526.98,-45199.74,-19707.54,-50259.00,-28409.50,-33984.97,-30166.06,
2001,General Fund,Business & Special Industry Tax,0801,Rail Tx,0.00,0.00,-23205.70,-126769.30,-1.68,-23.32,0.00,0.00,0.00,586781.76,9004.49,4419.45,
2001,General Fund,Business & Special Industry Tax,0822,Tele Prop ,0.00,0.00,0.00,0.00,66659.70,0.00,0.00,0.00,0.00,0.00,29259913.03,0.00,
2001,General Fund,Business & Special Industry Tax,0901,Insur Prem ,1230915.88,22821.00,-45332.37,2813853.47,2751500.71,43816.93,1074.66,114535.17,12132989.31,5279247.20,7568472.58,10548853.07,
2001,General Fund,Business & Special Industry Tax,0903,Unauth Ins,11877.49,25237.22,-21837.73,70549.69,39065.50,435.00,1115.73,48640.57,160079.36,94143.00,62274.84,159722.61,
2001,General Fund,Business & Special Industry Tax,0907,Risk Retention,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.40,49769.77,0.00,0.00,396.24,
2001,General Fund,Business & Special Industry Tax,1415,Tob Prod Li,75.00,75.00,0.00,0.00,50.00,0.00,0.00,25.00,0.00,25.00,0.00,0.00,
2001,General Fund,Business & Special Industry Tax,1416,Cig Dist Li,5250.00,2250.00,0.00,242854.00,250.00,-242604.00,250.00,250.00,0.00,0.00,0.00,500.00,
2001,General Fund,Business & Special Industry Tax,1903,Mahog Qua,378.60,0.00,14429.92,9558.00,3004.80,5513.10,4126.80,5661.60,5403.80,9451.00,5374.20,9100.80,
2001,General Fund,Income & Sales Tax Transfers to Municipal Revenue Sharing,2702,Ind Inc Trans,-2911861.18,-2407168.53,-5479254.85,-3940859.59,-4341997.29,-4692183.08,-9350489.49,-1795733.57,-1238944.20,-11551227.02,-4638945.61,-7206529.40,
2001,General Fund,Income & Sales Tax Transfers to Municipal Revenue Sharing,2703,Corp Inc Trans,-200647.63,-34345.46,-814652.09,26084.48,-54192.49,-1187708.77,-23629.65,-38285.63,-791490.82,-673614.62,-228746.66,-880013.25,
2001,General Fund,Income & Sales Tax Transfers to Municipal Revenue Sharing,2704,Sales Tx Trans,-3943867.26,-601644.03,-4231236.70,-3756840.79,-3362274.11,-3213913.53,-3676007.62,-2728055.19,-2623113.04,-2774256.09,-3119975.63,-7675670.44,
2001,General Fund,Income & Sales Tax Transfers to Municipal Revenue Sharing,2710,Clean Rlect,0.00,0.00,0.00,0.00,0.00,0.00,-2000000.00,0.00,0.00,0.00,0.00,-274557.00,
2001,Highway Fund,Special Fuel Tax,0311,Spec Fu ,4015494.22,79446.61,3440474.98,3775009.29,3790052.66,3875790.91,3619851.34,2231760.33,4986900.05,3279726.70,2933069.94,7893324.89,
2001,Highway Fund,Special Fuel Tax,0312,Use Fuel,9508458.76,-9992037.57,-495933.80,-62210.57,-590501.49,-177890.46,-196550.88,-706852.99,-162647.78,-91682.61,-523389.90,-287943.99,
2001,Highway Fund,Special Fuel Tax,0325,Off-H Ref,-55360.20,-262154.15,-96440.38,-137072.30,-239289.99,-224585.60,-194051.32,-480702.58,-322794.67,-322092.43,-332760.44,-123606.51,
2001,Highway Fund,Special Fuel Tax,0326,Spec Int,0.00,0.00,342.63,0.00,0.00,0.00,3769.29,0.00,50.32,0.00,0.00,0.00,
2001,Highway Fund,Gasoline Tax,0321,Gas Tax,1709968.27,10859116.85,13018178.76,13813471.52,12979441.39,11358460.04,12376056.94,9837583.03,11914115.56,11372026.46,10737085.96,26537675.30,
2001,Highway Fund,Gasoline Tax,0322,Gas Tx Ref,-16040.20,-64088.59,-27255.73,-44482.25,-44699.73,-139988.31,-88541.60,-83958.57,-81898.49,-56004.09,-80201.13,-48606.83,
2001,Highway Fund,Gasoline Tax,0333,Shrinkage,-5351.60,-133546.83,-53709.63,-50644.90,-48833.59,-555.31,0.00,-156136.05,-84105.75,-56032.64,-430.36,-89.04,
2001,Highway Fund,Other Tax,0324,Carrier,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2001,Highway Fund,Other Tax,0332,Refunds,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.61,-129.41,-708.88,
2001,Highway Fund,Other Tax,0623,Use Tax,0.00,0.00,0.00,0.00,0.00,731.05,0.00,-731.05,0.00,0.00,0.00,0.00,
2001,Other Special Revenue,Property Tax,0106,Re Est Tx ,16180933.44,-519423.34,183723.05,354046.45,23362.95,1076471.10,186432.23,-1186911.90,153498.60,112802.77,-109827.25,78590.66,
2001,Other Special Revenue,Property Tax,0110,Spru Bud,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2001,Other Special Revenue,Property Tax,0161,Prop Int,80.35,473.77,170.57,405.06,1507.25,0.00,0.00,0.00,0.00,0.00,0.00,83.59,
2001,Other Special Revenue,Property Tax,0170,Re Est Tr,650203.46,-126020.42,871859.82,836242.64,806509.93,725117.24,600105.32,646459.70,430976.68,571468.08,559761.84,1707014.54,
2001,Other Special Revenue,Property Tax,0181,Per Prop,177431.94,-2346.69,971.80,-1514.65,-2153.31,919.44,3435.39,-25641.62,-3477.90,0.00,40169.77,0.00,
2001,Other Special Revenue,Property Tax,0182,Auto Ex,87501.74,81132.39,59684.75,79676.58,70944.68,66573.01,51140.10,50696.68,55519.50,66366.63,76638.37,105048.63,
2001,Other Special Revenue,Property Tax,0183,Boat Ex,3655.68,2831.60,826.80,233.90,103.65,176.90,307.00,476.20,792.40,646.70,1907.20,7141.35,
2001,Other Special Revenue,Other Tax,0311,Use Fuel Tax,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2001,Other Special Revenue,Other Tax,0321,Gas Tax,0.00,800346.23,311728.98,121338.14,558861.78,329880.45,345824.52,345824.52,116816.52,41884.15,-117293.00,38954.99,
2001,Other Special Revenue,Other Tax,0401,1040 Payments,360000.00,0.00,360000.00,0.00,0.00,360000.00,0.00,234394.54,1130427.83,-258060.05,75668.45,-403556.80,
2001,Other Special Revenue,Other Tax,0402,1040 Withhold,90000.00,0.00,90000.00,0.00,0.00,90000.00,0.00,0.00,0.00,0.00,0.00,0.00,
2001,Other Special Revenue,Other Tax,0415,Corp Inc,60000.00,0.00,60000.00,0.00,0.00,60000.00,0.00,0.00,0.00,0.00,0.00,0.00,
2001,Other Special Revenue,Other Tax,0621,Sale Tx,90006.32,0.00,92339.69,2373.73,2052.91,91702.94,498.74,7.49,13.65,-29.86,17.05,6.34,
2001,Other Special Revenue,Other Tax,0623,Use Tax,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.00,
2001,Other Special Revenue,Other Tax,0624,Sales Tax,895.31,-895.31,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,
2001,Other Special Revenue,Other Tax,0801,Rail Fr GF,0.00,0.00,150000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2001,Other Special Revenue,Other Tax,0906,Fir Inv Tx,114787.65,154230.81,169111.41,147444.32,256707.96,197994.04,131061.81,163035.51,565274.82,253305.80,206559.27,178753.98,
2001,Other Special Revenue,Other Tax,1419,Blueberry,-1152.44,0.00,0.00,2533.60,1204743.73,912.64,0.00,4718.57,0.00,0.00,0.00,0.00,
2001,Other Special Revenue,Other Tax,1901,Potato Tx,42676.80,15925.04,32419.62,48830.80,74197.93,52058.58,51070.53,63406.87,54853.83,78759.37,56901.08,101381.47,
2001,Other Special Revenue,Other Tax,1903,Mahog Quah ,7666.20,12517.20,-4183.40,0.00,3540.00,0.00,0.00,0.00,0.00,-3540.00,0.00,0.00,
2001,Other Special Revenue,Other Tax,1913,Hospital,0.00,216508.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1131219.65,1065446.01,
2001,Other Special Revenue,Other Tax,2654,Recycle ,238975.02,23618.70,81177.19,74851.02,173835.57,167133.41,88311.51,72522.90,87600.52,16906.68,146288.61,118137.31,
2001,Other Special Revenue,Other Tax,2702,Ind Inc Trans,2911861.18,2407168.53,5479254.85,3940859.59,4341997.29,4692183.08,9350489.49,1795733.57,1238944.20,11551227.02,4638945.61,7206529.40,
2001,Other Special Revenue,Other Tax,2703,Corp Inc Trans,200647.63,34345.46,814652.09,-26084.48,54192.49,1187708.77,23629.65,38285.63,791490.82,673614.62,228746.66,880013.25,
2001,Other Special Revenue,Other Tax,2704,Sales Tx Trnas,3943867.26,601644.03,4231236.70,3756840.79,3362274.11,3213913.53,3676007.62,2728055.19,2623113.04,2774256.09,3119975.63,7675670.44,
2001,Other Special Revenue,Other Tax,2710,Clean Elect,0.00,0.00,0.00,0.00,0.00,0.00,2000000.00,0.00,0.00,0.00,0.00,274557.00,
2002,General Fund,Property Tax,0170,Rel Est Tra,830260.04,-61967.06,911525.83,795733.30,963954.44,710356.52,735774.18,592077.45,538076.90,601840.31,775851.27,1815440.26,
2002,General Fund,Property Tax,0175,Comm For ex ,33515.75,4082.67,-32081.17,7527.13,1945.78,447.72,0.00,0.00,3506896.08,-919510.58,702116.08,376824.41,
2002,General Fund,Estate Tax,0212,Estate TX,809480.74,-3132836.26,1249339.35,1830187.40,1163793.56,2240398.27,2196410.65,2140823.21,1529208.98,1475498.93,5497476.49,6414095.03,
2002,General Fund,Estate Tax,0221,Inherit Tx,0.00,0.00,0.00,0.00,899.16,0.00,0.00,0.00,0.00,0.00,512.71,4952.23,
2002,General Fund,Estate Tax,0241,Int-Pen,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2002,General Fund,Motor Fuel Tax,0321,Gas Tax,6953.59,5114.55,9755.10,6389.20,3616.88,4530.71,5506.27,10613.51,4277.86,2723.53,8699.06,6565.38,
2002,General Fund,Motor Fuel Tax,0331,Aero. Gas,103193.56,67128.01,122828.07,88360.16,33211.19,99052.38,46731.36,77048.22,55464.79,15112.57,108140.82,83032.97,
2002,General Fund,Motor Fuel Tax,0332,Refunds,-7950.65,-3746.48,-302.07,0.00,-182.02,-4686.34,-15914.47,-8821.97,-8420.44,-1078.98,-1163.31,-1459.05,
2002,General Fund,Individual Income Tax,0401,Payments,3585813.89,1244664.53,2829678.39,6126182.80,1694391.94,3370373.97,1924942.87,4948950.16,10229513.15,114126118.30,5821687.53,8479054.23,
2002,General Fund,Individual Income Tax,0402,Withhold,69990503.17,32884800.26,56259045.61,76819323.56,90718809.83,67899335.30,89832865.05,83604323.81,59776904.57,75523009.37,84467906.12,111562747.77,
2002,General Fund,Individual Income Tax,0403,Estimate,3407070.03,2586260.28,46727138.45,5134802.06,1998287.17,24592136.30,55819655.58,1334229.81,1986204.75,26261907.95,2272791.45,36130814.38,
2002,General Fund,Individual Income Tax,0404,Fiduciary,-418871.75,96682.21,1339689.61,-1403208.91,133341.83,97514.28,1339729.09,190433.49,237678.35,10160929.35,-917796.01,686940.67,
2002,General Fund,Individual Income Tax,0408,Refunds,-6294344.43,-3308601.21,-3659590.28,-2448181.95,-2691000.73,-1785068.04,-9974765.63,-58216276.41,-50285086.69,-37632455.91,-29651336.58,-7733807.75,
2002,General Fund,Corporate Income Tax,0415,Payments,4088509.51,1422502.55,15865109.64,7908787.70,5290661.05,23831136.20,3892328.32,2264614.49,13543171.06,14983342.45,4943801.22,17597707.62,
2002,General Fund,Corporate Income Tax,0418,Refunds,-1956292.59,-574839.65,-1448611.78,-5266427.49,-6800608.76,-4797320.70,-4053456.88,-4701779.41,-1848867.58,-1318471.79,-4135588.64,-1363303.75,
2002,General Fund,Cigarette & Tobacco Tax,0511,Cig Tx,6676562.79,7205533.91,7228771.43,11210040.70,6573081.81,7210037.68,10118180.65,6548355.95,6652327.01,8527603.78,8023683.12,8107758.63,
2002,General Fund,Cigarette & Tobacco Tax,0512,Tob Tx,314875.31,11659.25,308066.42,296281.79,284791.53,311528.70,272233.54,417005.09,131881.10,275606.97,307300.85,586431.03,
2002,General Fund,Sales & Use Tax,0621,Sales Tx,68045262.59,-3055261.75,75878376.35,67255297.02,67155569.97,59976641.49,73340548.53,48622822.27,50607041.87,58168763.85,55898634.41,149652197.93,
2002,General Fund,Sales & Use Tax,0623,Use Tax,6729035.93,6725258.91,6978135.26,5512409.09,7127550.64,5718574.26,5378461.92,4747261.87,4814799.55,5127319.32,6609120.80,4645676.65,
2002,General Fund,Sales & Use Tax,0625,Spec Tx Ref,42159.17,31245.42,10166.17,58615.36,34673.27,33093.28,89187.49,105210.03,43149.09,71941.96,28567.04,26791.56,
2002,General Fund,Sales & Use Tax,0631,Sale Abat,-2504358.23,1052652.87,-590132.57,-204500.88,-197746.94,-441402.21,-335006.73,-369478.21,-149250.07,-1496632.66,-474256.91,-29870.21,
2002,General Fund,Sales & Use Tax,0633,Use Abat,-31610.82,-83227.46,-23968.58,-39579.83,-21122.71,-24972.88,-12645.81,-23104.17,-26738.17,-21426.38,-26858.76,-24976.46,
2002,General Fund,Business & Special Industry Tax,0801,Rail Tx,0.00,-150000.00,4000.00,0.00,1122.39,-9034.73,0.00,0.00,0.00,421002.00,152192.61,19501.77,
2002,General Fund,Business & Special Industry Tax,0822,Tele Prop ,-24760.77,24760.77,0.00,6254.94,0.00,200898.12,0.00,0.00,0.00,0.00,29854082.99,-20236.93,
2002,General Fund,Business & Special Industry Tax,0901,Insur Prem ,1469804.90,224856.13,38924.94,4430178.70,2610898.24,11166.14,-68696.30,657181.47,13949384.75,4280667.81,10829537.73,15829697.27,
2002,General Fund,Business & Special Industry Tax,0903,Unauth Ins,8659.33,19131.82,1391.93,88634.66,27404.96,687.28,1349.55,23351.34,287750.06,197077.40,52487.04,251257.49,
2002,General Fund,Business & Special Industry Tax,1415,Tob Prod Li,125.00,275.00,225.00,2700.00,675.00,229.00,435.00,-1529.00,75.00,175.00,25.00,50.00,
2002,General Fund,Business & Special Industry Tax,1416,Cig Dist Li,1000.00,250.00,250.00,0.00,250.00,250.00,250.00,0.00,0.00,0.00,0.00,0.00,
2002,General Fund,Business & Special Industry Tax,1903,Mahog Qua,802.80,5618.00,7713.00,9323.10,6812.13,5564.40,7001.40,5225.40,6926.79,6067.20,7327.20,9105.80,
2002,General Fund,Business & Special Industry Tax,1913,Hospital tax,0.00,0.00,0.00,0.00,0.00,0.00,0.00,318240.29,0.00,13037.87,20090.00,40180.00,
2002,General Fund,Income & Sales Tax Transfers to Municipal Revenue Sharing,2702,Ind Inc Trans,-3583778.72,-1708694.11,-5278294.05,-4295674.80,-4684545.33,-4802888.88,-7086063.77,-1624944.70,-1119205.91,-9610414.96,-3161655.88,-7605413.21,
2002,General Fund,Income & Sales Tax Transfers to Municipal Revenue Sharing,2703,Corp Inc Trans,-108743.06,-43230.81,-735241.39,-134760.37,77007.34,-970724.59,8217.56,124295.41,-596409.48,-696908.40,-41218.84,-827954.60,
2002,General Fund,Income & Sales Tax Transfers to Municipal Revenue Sharing,2704,Sales Tx Trans,-3686304.92,-238204.07,-4194881.41,-3701694.28,-3779045.14,-3328358.63,-4001487.82,-2707218.30,-2819739.12,-3154348.27,-3163795.54,-7867760.79,
2002,General Fund,Income & Sales Tax Transfers to Municipal Revenue Sharing,2710,Clean Rlect,0.00,0.00,0.00,0.00,0.00,0.00,-2000000.00,0.00,0.00,0.00,0.00,-248226.00,
2002,Highway Fund,Special Fuel Tax,0311,Spec Fu ,3501155.83,-987393.12,3782268.84,3730367.99,4099735.85,2968799.61,3457056.03,3625347.01,3204815.22,3422502.93,3035359.45,8729511.87,
